tweet_id,username,name,profile_picture,replies,retweets,likes,is_retweet,posted_time,content,hashtags,mentions,images,videos,tweet_url,link
1647371620087140353,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,5,False,2023-04-15T22:49:35+00:00,Damn right! It’s a sad story.,[],[],['https://pbs.twimg.com/media/FtyjwYmaQAY1KL5?format=jpg&name=medium'],[],https://twitter.com/ArshiaIlaty/status/1647371620087140353,
1647303927401181184,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,1,6,False,2023-04-15T18:20:36+00:00,"Dear recruiters,
if you are looking for:

- Java, Python, PHP
- React, Angular
- PostgreSQL, Redis, MongoDB
- AWS, S3, EC2, ECS, EKS
- *nix system administration
- Git and CI with TDD
- Docker, Kubernetes

That's not a Full Stack Developer.
That’s an entire IT department.",[],[],[],[],https://twitter.com/ArshiaIlaty/status/1647303927401181184,
1647125986700570624,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,2,9,False,2023-04-15T06:33:32+00:00,"Why aren’t my tweets getting liked or retweeted?
I am upset :(",[],[],[],[],https://twitter.com/ArshiaIlaty/status/1647125986700570624,
1646679408156233728,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,0,False,2023-04-14T00:58:59+00:00,We can discuss,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1646679408156233728,
1646598307337359360,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,1,False,2023-04-13T19:36:43+00:00,دستت درد نکنه دیگه با احساسات چندین پسر بازی کردی,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1646598307337359360,
1646593542431870977,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,1,False,2023-04-13T19:17:47+00:00,همرو که اد کردی,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1646593542431870977,
1646593360659124225,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,4,False,2023-04-13T19:17:04+00:00,"نه این چه حرفیه می زنی
کمی درگیر جو هوس رانی شده که‌ مشکلی نیست",[],[],[],[],https://twitter.com/ArshiaIlaty/status/1646593360659124225,
1646592992441155584,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,0,False,2023-04-13T19:15:36+00:00,"Ye video didam unja okay kardesh neveshtam fk konm, check kon ta default 16 beshe",[],[],[],[],https://twitter.com/ArshiaIlaty/status/1646592992441155584,
1646518826425790465,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,4,True,2023-04-13T14:20:53+00:00,ریده؟!,[],[],['https://pbs.twimg.com/media/FtmcJKBakAQhdVi?format=jpg&name=large'],[],https://twitter.com/ArshiaIlaty/status/1646518826425790465,
1646511209687183360,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,0,False,2023-04-13T13:50:37+00:00,Problem solved: you should enable creative controls to preserve the aspect ratio,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1646511209687183360,
1646510351545151491,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,2,0,1,False,2023-04-13T13:47:13+00:00,من همیشه سعی دارم ۱۶ بگیرم ولی لامصب ستینگم هی عوض میشه نمی دونم چرا,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1646510351545151491,
1646509495907135494,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,6,False,2023-04-13T13:43:49+00:00,من منتظر شنیدن نظرات استاد فراستی در مورد فیلم world war 3 هستم,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1646509495907135494,
1645951909692583936,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,8,False,2023-04-12T00:48:10+00:00,هوا گرم شد بلافاصله دخترا تشکیلاتو انداختن بیرون,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1645951909692583936,
1645890007570477056,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,1,False,2023-04-11T20:42:11+00:00,Just let me know if you are not satisfied with the size of it it's a really nice product for oral health,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1645890007570477056,
1645881015183998976,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,1,False,2023-04-11T20:06:27+00:00,جواب زیبایی بود باریکلا,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1645881015183998976,
1645880843720867840,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,1,False,2023-04-11T20:05:46+00:00,"I mean this is the small one you have. But, I like your perspective. Always like big ones",[],[],[],[],https://twitter.com/ArshiaIlaty/status/1645880843720867840,
1645875874171060224,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,1,False,2023-04-11T19:46:01+00:00," not my country. Actually, this is a travel product and its size is small.  The main product is 3 times larger than this.",[],[],[],[],https://twitter.com/ArshiaIlaty/status/1645875874171060224,
1645840634916519936,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,1,False,2023-04-11T17:26:00+00:00,Water flosser,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1645840634916519936,
1645062493365239808,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,1,False,2023-04-09T13:53:56+00:00, ای کاش اونطوری که میگی بود,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1645062493365239808,
1644959693679521793,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,2,0,6,False,2023-04-09T07:05:27+00:00,"اگر می تونستین زندگی یه نفر رو تجربه کنید کی رو ترجیح می دادید؟

من خودم David Attenborough رو چون واقعا طبیعت رو دید و فهمید",[],[],[],[],https://twitter.com/ArshiaIlaty/status/1644959693679521793,
1644706467617062913,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,1,False,2023-04-08T14:19:13+00:00,داداش به نظرم تو نصیحت نکن چه بد‌چه خوب از همسایشون وایب مثبت گرفته دیگه حسودیشو نکرده که، تو ریدی به طرف میگی شاید کسخله,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1644706467617062913,
1644443999376404480,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,6,False,2023-04-07T20:56:16+00:00,کرونا دوباره زیاد شده حالا فرض کنیم اصلا سرماخوردگیه هرکس می گیره باید تست بده و تا مدتی نیاد آفیس یا لب یا کلاس درسته؟ این یه چیز بسیار ساده ای هستش و فهمشم سخت نیست ولی برادر من چرا میای چرا ماسک نمی زنی کسکش منم گرفتم آخه کل وجودم داره درد می کنه,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1644443999376404480,
1643749501247844353,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,0,False,2023-04-05T22:56:35+00:00,به همون دلیل که دخترا‌ بدون حس میدن,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1643749501247844353,
1643749074049572870,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,4,True,2023-04-05T22:54:53+00:00,This is bad,[],[],['https://pbs.twimg.com/media/Fs-szcLWIAMU2SZ?format=jpg&name=medium'],[],https://twitter.com/ArshiaIlaty/status/1643749074049572870,
1643748958131609604,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,0,False,2023-04-05T22:54:25+00:00,استاد می تونم بپرسم چرا نداریم؟ مگه چمونه ماها؟,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1643748958131609604,
1643376765711290368,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,3,False,2023-04-04T22:15:28+00:00,"Lyft co-founders, CEO 
@logangreen
 and president 
@johnzimmer
 , are stepping down from their roles by mid-April, the company said Wednesday. They will serve as chair and vice chair of Lyft’s board, respectively.
@davidrisherWR
 will take over the CEO position at Lyft.",[],"['logangreen', 'johnzimmer', 'davidrisherWR']",[],[],https://twitter.com/ArshiaIlaty/status/1643376765711290368,
1643302750233694208,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,5,False,2023-04-04T17:21:21+00:00,علاقه ی اننسان به طلا نشانه شیفتگی او برای بقاست,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1643302750233694208,
1642731054682480641,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,1,False,2023-04-03T03:29:38+00:00,Ki mige masale ine?!,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1642731054682480641,
1642731017189588992,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,0,False,2023-04-03T03:29:29+00:00,Mnm hastam vali hes mikonm namaedie untori began behemun,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1642731017189588992,
1642730898620825603,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,1,8,False,2023-04-03T03:29:01+00:00,"In 1994, the Santa Clara Valley Historical Association privately interviewed Steve Jobs. What he said during that interview was remarkable. In this footage, Steve talks about his values, advice to entrepreneurs, and his thoughts on how to best live life. What a speech!",[],[],['https://pbs.twimg.com/ext_tw_video_thumb/1642730843008565250/pu/img/1EjOLm-Zmd9Kd-ek.jpg'],['blob:https://twitter.com/bce70fc7-81a2-46c7-ab50-e4c98f281ac7'],https://twitter.com/ArshiaIlaty/status/1642730898620825603,
1642640171756838913,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,2,0,10,False,2023-04-02T21:28:30+00:00,اینکه آدم خودشو دوست داشته باشه قربون صدقه خودش بره و یا خودشو ماهر در یک کاری بدونه نارسیسیت محسوب میشه؟!,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1642640171756838913,
1642366034626887681,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,1,False,2023-04-02T03:19:10+00:00,"Holi is a popular and significant Hindu festival celebrated as the Festival of Colours, Love and Spring. It celebrates the eternal and divine love of the god Radha and Krishna.",[],[],[],[],https://twitter.com/ArshiaIlaty/status/1642366034626887681,https://t.co/962Wob4XE5
1642189451047874561,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,1,False,2023-04-01T15:37:30+00:00,"منفی شد، از دیده من لولش اومد پایین
نظر تو چیه؟",[],[],[],[],https://twitter.com/ArshiaIlaty/status/1642189451047874561,
1642048476723957762,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,2,0,9,False,2023-04-01T06:17:19+00:00,من زیاد اهل رپ نیستم ولی تازگیا بیشتر گوش میدم، امروز آهنگ مشکی فدایی رو شنیدم و واقعا دیدم بهش عوض شد,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1642048476723957762,
1641998498785808384,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,7,False,2023-04-01T02:58:43+00:00,"- می دونی تفاوت انسان با بقیه حیوونا چیه؟
+ اینکه می دونیم ما انسان ها می میریم!
@soh3il",[],['soh3il'],[],[],https://twitter.com/ArshiaIlaty/status/1641998498785808384,
1641506115300261894,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,0,True,2023-03-30T18:22:10+00:00,Most underrated player,[],[],['https://pbs.twimg.com/media/FsdeSX-X0AARVlj.jpg'],['blob:https://twitter.com/a356d5c2-9947-469e-878b-927cc6f179e0'],https://twitter.com/ArshiaIlaty/status/1641506115300261894,
1641505063624646656,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,1,False,2023-03-30T18:17:59+00:00,"والا من که سم نیستم ولی اکیپا کلا سمن
هیچ فرقی با ایران نداره",[],[],[],[],https://twitter.com/ArshiaIlaty/status/1641505063624646656,
1641504818144620544,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,1,False,2023-03-30T18:17:00+00:00,یه سری آدمای عقده ای که میگن چرا استادهای ایرانی اینجا عقده ای هستن در حالی که خودشون فردا استاد بشن عین خود استاداشون عقده ای میشن بقیه رو پاره میکنن خلاصه اینجام خلاص نشدیم از این بحث ها,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1641504818144620544,
1641311429436542977,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,3,0,17,False,2023-03-30T05:28:33+00:00,من خیلی آدم رکی هستم و اگه از کسی خوشم نیاد مستقیم تو روش میگم وقتی اومدم اینجا همینطوری موندم و سیاست بلد‌ نیستم تو رو ایرانی ها میگفتم که از جمعتون خوشم نمیاد و هرسری این بیشتر بهم ثابت میشه که واقعا آدمای آشغالین و به هیچ دردیی نمی خورن :),[],[],[],[],https://twitter.com/ArshiaIlaty/status/1641311429436542977,
1641082247779598337,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,2,0,13,False,2023-03-29T14:17:52+00:00,بعضی ها جوری پول خرج میکنن آدم حس میکنه یا رو گنج نشستن یا پدر به شغل جذاب قاچاق مشغولن، چخبرتونه آقا!,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1641082247779598337,
1640939268867751936,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,0,False,2023-03-29T04:49:43+00:00,"I appreciate it, bro. I'll check them out and let you know if I have any questions. I've seen a couple of videos exactly like the ones you shared.",[],[],[],[],https://twitter.com/ArshiaIlaty/status/1640939268867751936,
1640605375178342400,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,6,False,2023-03-28T06:42:57+00:00,به بعضی ها که حرف میزنن ایرانی خارجیم نداره ها میخوام بگم بابا زر نزن خفه فقط از بس که رو مخن,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1640605375178342400,
1640229235083337728,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,5,False,2023-03-27T05:48:18+00:00,"Ever since the Twitter layoff, my feed has become a mess of pointless posts and unrelated content. The view feed just doesn't do it for me anymore.",[],[],[],[],https://twitter.com/ArshiaIlaty/status/1640229235083337728,
1640151622994255873,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,8,False,2023-03-27T00:39:54+00:00,I'm deeply interested in a system design course. I would like to discuss different topics with anyone who is an expert in this field.,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1640151622994255873,
1638999456417988608,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,1,False,2023-03-23T20:21:36+00:00,اتفاقا یه لجند واقعی میدونه که باید تو خط فامیل بزنه که جلوی هرچی حرف و حدیث احتمالی هست رو بگیره  همون مثال بارز نطفه رو کور کردن تا دروسی دیگر بدرود,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1638999456417988608,
1638735604707123200,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,1,False,2023-03-23T02:53:09+00:00,داداش وقتی بحث پیدا نمی کنی حرف بزنی باهاشون یعنی نقطه ی مشترکی ندارید بس هرچه سریعتر برو تو کارشون زیاد حرف نزن,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1638735604707123200,
1638306982510858241,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,1,False,2023-03-21T22:29:57+00:00,من,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1638306982510858241,
1638236283612065792,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,3,False,2023-03-21T17:49:01+00:00,Nvidia's Omniverse is mind-blowing and pretty interesting. BMW built its EV manufacturing company on Omniverse and will build it in 2025. #NVIDIA #NVIDIAOmniverse,"['NVIDIA', 'NVIDIAOmniverse']",[],[],[],https://twitter.com/ArshiaIlaty/status/1638236283612065792,
1638230008018923521,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,10,False,2023-03-21T17:24:05+00:00,عیدی به اینا می گن 2500$,[],[],"['https://pbs.twimg.com/media/FrwpVyEagAAzY-k?format=jpg&name=900x900', 'https://pbs.twimg.com/media/FrwpVxragAEBLgK?format=jpg&name=900x900']",[],https://twitter.com/ArshiaIlaty/status/1638230008018923521,
1637873413229539328,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,0,False,2023-03-20T17:47:06+00:00,خب پولیه که باز این حرکت رو یوتیوب هم زده ۷۰ دلار میدی ۱۰۰ تا کانال میده بهت، پول نداریم سلطان,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1637873413229539328,
1637872413353607168,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,0,False,2023-03-20T17:43:08+00:00,"ستون همه چی اینجا پولیه مجبورم از ایران میبینم
چندبار اینجا پرسیدم کسی شبکه خارجی برای پخش فوتبال و تنیس می دونه، کسی به اونجاش نگرفت",[],[],[],[],https://twitter.com/ArshiaIlaty/status/1637872413353607168,
1637573828753907712,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,5,False,2023-03-19T21:56:40+00:00,سه روز پشت سر هم دارم بد‌بیاری میارم دیگه واقعا خسته شدم,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1637573828753907712,
1637566112450883585,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,1,False,2023-03-19T21:26:00+00:00,"Talk about bad luck . If you find yourself working with this person, know that it’s time to find another job ",[],[],['https://pbs.twimg.com/media/FrnNsrOaEAAyhX2?format=jpg&name=medium'],[],https://twitter.com/ArshiaIlaty/status/1637566112450883585,
1637564835331452929,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,1,0,3,False,2023-03-19T21:20:55+00:00,بابا یکی این خیابانی رو لال کنه خلاص شیم خستم کرد والا,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1637564835331452929,
1636520058460712962,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,3,False,2023-03-17T00:09:21+00:00,This picture shows exactly how much I was disappointed during the past 3 months when I haven’t heard anything back from the recruiters only because the tech market is awful. Hope next year it will be better!,[],[],['https://pbs.twimg.com/media/FrYWUZtaIAA60ao?format=jpg&name=medium'],[],https://twitter.com/ArshiaIlaty/status/1636520058460712962,
1635881426481709056,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,0,False,2023-03-15T05:51:39+00:00,دکتر ما از خارج کشور نمی تونیم پرداخت کنیم چه باید کرد؟,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1635881426481709056,
1635381909672058884,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,2,False,2023-03-13T20:46:45+00:00,You should accept AI and try to take advantage of it instead of hating it. It is your assistant not your opponent. Good luck in any competitions you are gonna participate in.,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1635381909672058884,
1634009338355535873,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,5,False,2023-03-10T01:52:39+00:00,"این روزا دارم ترک می کنم که هرروز چقدر پیاده راه میرم بدون احتساب باشگاه و امروز فهمیدم به صورت میانگین ۲ مایل قدم می زنم
پشمام",[],[],[],[],https://twitter.com/ArshiaIlaty/status/1634009338355535873,
1633921426704187392,ArshiaIlaty,Ash oOo,https://pbs.twimg.com/profile_images/1518837711163035648/cTVdHPh8_x96.jpg,0,0,4,False,2023-03-09T20:03:19+00:00,ویدیو های a day in the life of a big tech company engineer رو هر سری می بینم می گم این بشر میاد مفت می خوره دو تا میتینگ میره یک ساعت کد میزنه میره باشگاه میره خونش و سالی ۲۵۰k پول میگیره. کاملا مشخصه که دروغه,[],[],[],[],https://twitter.com/ArshiaIlaty/status/1633921426704187392,
